grp	start	end
chr15_3966	95806040	95807940
chr15_3967	95819340	95821040
chr15_3968	96143140	96143770
chr15_3969	96013480	96014210
chr15_397	41574930	41577100
chr15_3970	96647410	96648610
chr15_3971	96583080	96584300
chr15_3972	97228240	97228530
chr15_3973	97389200	97389560
chr15_3974	97417930	97418920
chr15_3975	97450640	97450970
chr15_3976	97697710	97700070
chr15_3977	97882080	97882910
chr15_3978	98043760	98044160
chr15_3979	98583280	98584160
chr15_398	41593500	41594960
chr15_3980	98417740	98418980
chr15_3981	98983940	98985380
chr15_3982	98992840	98993430
chr15_3983	99132280	99132820
chr15_3984	99350780	99351050
chr15_3985	100016770	100018430
chr15_3986	100065570	100066280
chr15_3987	100277470	100277690
chr15_3988	100343700	100344450
chr15_3989	100357950	100358820
chr15_399	41609620	41611900
chr15_3990	100609080	100609680
chr15_3991	100687910	100688510
chr15_3992	100743310	100743660
chr15_3993	100968200	100969920
chr15_3994	101829360	101830770
chr15_3995	102195020	102195590
chr15_3996	102213860	102214700
chr15_3997	102275950	102277130
chr15_3998	102277210	102278400
chr15_3999	102398220	102398760
chr15_4	3249220	3251100
chr15_40	3387250	3387890
chr15_400	41660600	41662500
chr15_4000	102695310	102697650
chr15_4001	102688230	102690030
chr15_4002	102956660	102957380
chr15_4003	102912950	102913390
chr15_4004	103293020	103293400
chr15_4005	3187680	3188370
chr15_4006	3291850	3292830
chr15_4007	3294240	3295470
chr15_4008	3626920	3628030
chr15_4009	3705630	3706020
chr15_401	41614520	41616360
chr15_4010	5139360	5139990
chr15_4011	4746800	4747220
chr15_4012	5883570	5883940
chr15_4013	5942000	5942570
chr15_4014	6381360	6383110
chr15_4015	7513300	7514600
chr15_4016	8706320	8706850
chr15_4017	8990640	8991820
chr15_4018	10584450	10586330
chr15_4019	11034150	11035360
chr15_402	41662670	41665150
chr15_4020	11058210	11058880
chr15_4021	11169980	11170630
chr15_4022	13146620	13148430
chr15_4023	18678240	18679010
chr15_4024	18855150	18856510
chr15_4025	24948560	24949850
chr15_4026	25220510	25221870
chr15_4027	26691170	26692020
chr15_4028	26897900	26898830
chr15_4029	26993100	26994290
chr15_403	42260140	42262020
chr15_4030	27176000	27176800
chr15_4031	27511060	27512100
chr15_4032	27906610	27908010
chr15_4033	30200710	30201800
chr15_4034	30312230	30313710
chr15_4035	30368170	30369190
chr15_4036	30129100	30130440
chr15_4037	31049780	31050490
chr15_4038	31137040	31137490
chr15_4039	31591380	31592630
chr15_404	42262570	42264700
chr15_4040	32388820	32389970
chr15_4041	32492530	32493670
chr15_4042	32525280	32527780
chr15_4043	32504770	32507000
chr15_4044	33863960	33865440
chr15_4045	33835610	33837760
chr15_4046	34461780	34463090
chr15_4047	35443150	35443990
chr15_4048	35996390	35996860
chr15_4049	37367510	37369270
chr15_405	42269040	42271230
chr15_4050	37428540	37430050
chr15_4051	38025620	38026840
chr15_4052	38261600	38263210
chr15_4053	39201300	39202220
chr15_4054	41440320	41441840
chr15_4055	44958920	44960040
chr15_4056	50567480	50568410
chr15_4057	51028500	51029810
chr15_4058	53448690	53450090
chr15_4059	53756460	53757650
chr15_406	42341210	42341840
chr15_4060	54766720	54767940
chr15_4061	55099320	55100060
chr15_4062	55463790	55464980
chr15_4063	57842250	57843700
chr15_4064	58369080	58370480
chr15_4065	58788140	58788900
chr15_4066	60656630	60657900
chr15_4067	60735150	60736570
chr15_4068	60531610	60533240
chr15_4069	62294050	62294950
chr15_407	42346090	42348440
chr15_4070	62396970	62397880
chr15_4071	64576080	64577100
chr15_4072	64421310	64422080
chr15_4073	65416900	65417740
chr15_4074	65843710	65844220
chr15_4075	66331830	66332330
chr15_4076	66784210	66785650
chr15_4077	67846020	67846900
chr15_4078	68802050	68803700
chr15_4079	69076350	69078000
chr15_408	42355200	42356370
chr15_4080	69105600	69107380
chr15_4081	71756800	71758650
chr15_4082	71849080	71850190
chr15_4083	72721880	72724080
chr15_4084	72817170	72818110
chr15_4085	73190200	73191730
chr15_4086	73763250	73765480
chr15_4087	75585380	75586370
chr15_4088	75969790	75971230
chr15_4089	75972070	75973950
chr15_409	42439210	42439740
chr15_4090	76946710	76949240
chr15_4091	76856010	76857190
chr15_4092	77613930	77615520
chr15_4093	78499150	78500430
chr15_4094	78521680	78523760
chr15_4095	78981180	78983720
chr15_4096	79207640	79208890
chr15_4097	80692520	80693170
chr15_4098	81815040	81816850
chr15_4099	82900690	82901950
chr15_41	3825450	3825870
chr15_410	42451680	42452600
chr15_4100	84238480	84239920
chr15_4101	84529640	84529910
chr15_4102	84561430	84563320
chr15_4103	84563450	84564310
chr15_4104	84592900	84594920
chr15_4105	84662330	84663930
chr15_4106	85051340	85052260
chr15_4107	85304540	85306310
chr15_4108	85721790	85722990
chr15_4109	85723160	85725350
chr15_411	42459600	42461520
chr15_4110	86115690	86116930
chr15_4111	86061640	86063030
chr15_4112	86197110	86198650
chr15_4113	86249580	86251070
chr15_4114	87414280	87415010
chr15_4115	90163100	90164770
chr15_4116	90802210	90803050
chr15_4117	90893990	90894740
chr15_4118	90935150	90936000
chr15_4119	91694390	91694920
chr15_412	42318810	42320690
chr15_4120	91942620	91943800
chr15_4121	92892280	92893840
chr15_4122	93081350	93082900
chr15_4123	93309770	93310800
chr15_4124	94333420	94335200
chr15_4125	95258200	95259660
chr15_4126	95496880	95499350
chr15_4127	95521240	95523000
chr15_4128	95965560	95966080
chr15_4129	96498870	96500160
chr15_413	42532850	42534780
chr15_4130	97628770	97630190
chr15_4131	97818620	97819710
chr15_4132	97826970	97827740
chr15_4133	98050740	98051230
chr15_4134	102407040	102408050
chr15_4135	102574100	102575050
chr15_4136	102934010	102934880
chr15_4137	102923910	102924980
chr15_4138	3992490	3994480
chr15_4139	7166710	7167590
chr15_414	41899800	41900030
chr15_4140	12795160	12795970
chr15_4141	25747120	25747370
chr15_4142	34862620	34863130
chr15_4143	36191050	36191520
chr15_4144	57644060	57645180
chr15_4145	66685650	66687450
chr15_4146	78583440	78584020
chr15_4147	80287600	80288830
chr15_4148	80351680	80352070
chr15_4149	80374320	80375190
chr15_415	41932100	41932920
chr15_4150	84367170	84368060
chr15_4151	84534800	84537200
chr15_4152	95792710	95794960
chr15_4153	96544490	96546030
chr15_4154	97918830	97920450
chr15_4155	99982780	99984110
chr15_4156	90207840	90208710
chr15_4157	91516780	91517240
chr15_4158	3809910	3810630
chr15_4159	4959650	4960470
chr15_416	41963100	41963470
chr15_4160	7099390	7101520
chr15_4161	7855570	7856800
chr15_4162	8414890	8415620
chr15_4163	9084640	9085960
chr15_4164	10421050	10422510
chr15_4165	10423450	10424480
chr15_4166	10488180	10488340
chr15_4167	12035490	12037600
chr15_4168	25246230	25246920
chr15_4169	25584530	25585160
chr15_417	42140960	42141500
chr15_4170	26064500	26065220
chr15_4171	27990230	27990830
chr15_4172	31371130	31373040
chr15_4173	32914590	32915880
chr15_4174	33335690	33335960
chr15_4175	33954500	33955390
chr15_4176	34386950	34387810
chr15_4177	34604000	34604820
chr15_4178	36093090	36094220
chr15_4179	36631450	36632150
chr15_418	42151500	42152190
chr15_4180	36909150	36910530
chr15_4181	38149460	38151440
chr15_4182	40572900	40573940
chr15_4183	41487750	41488960
chr15_4184	41625750	41626120
chr15_4185	44313560	44314420
chr15_4186	44917130	44917620
chr15_4187	52436800	52437820
chr15_4188	55239090	55239680
chr15_4189	55422650	55423920
chr15_419	42154470	42154900
chr15_4190	58394300	58394770
chr15_4191	63648830	63648990
chr15_4192	63549410	63550060
chr15_4193	63678890	63679320
chr15_4194	63712350	63712560
chr15_4195	63746080	63746340
chr15_4196	63323260	63325130
chr15_4197	71784510	71785800
chr15_4198	72169550	72171440
chr15_4199	73660410	73662420
chr15_42	3974610	3976010
chr15_420	42156720	42157940
chr15_4200	73666330	73666840
chr15_4201	73831280	73832090
chr15_4202	74462610	74465070
chr15_4203	74465330	74466640
chr15_4204	74629760	74630190
chr15_4205	74646910	74649050
chr15_4206	74649610	74651630
chr15_4207	76811280	76811950
chr15_4208	76914630	76915460
chr15_4209	77258000	77259690
chr15_421	42160160	42162230
chr15_4210	78217910	78219760
chr15_4211	78224360	78226100
chr15_4212	78516890	78517440
chr15_4213	79043480	79044030
chr15_4214	81238700	81240010
chr15_4215	81329520	81330200
chr15_4216	81889820	81890770
chr15_4217	83145640	83147780
chr15_4218	83223390	83225080
chr15_4219	83748970	83750420
chr15_422	42204500	42204890
chr15_4220	83766080	83767870
chr15_4221	84368430	84370150
chr15_4222	84615250	84615730
chr15_4223	84736310	84738020
chr15_4224	84743170	84743850
chr15_4225	88813490	88814940
chr15_4226	89016850	89017760
chr15_4227	89017880	89019040
chr15_4228	89398860	89400170
chr15_4229	89915010	89915550
chr15_423	42291370	42292560
chr15_4230	90594900	90595350
chr15_4231	90727680	90728330
chr15_4232	90904380	90904950
chr15_4233	91059060	91060490
chr15_4234	92340390	92341450
chr15_4235	93263050	93263820
chr15_4236	94439190	94440180
chr15_4237	95417290	95417690
chr15_4238	96956630	96957160
chr15_4239	97928930	97929310
chr15_424	42294350	42295860
chr15_4240	98228910	98229870
chr15_4241	99117160	99117370
chr15_4242	99462870	99463530
chr15_4243	99761760	99761920
chr15_4244	99984970	99985110
chr15_4245	100411380	100413480
chr15_4246	100409040	100411240
chr15_4247	100592400	100592810
chr15_4248	100725820	100727330
chr15_4249	101278280	101279260
chr15_425	42300480	42301430
chr15_4250	103259320	103260780
chr15_4251	103275860	103277460
chr15_4252	103278440	103278770
chr15_4253	103308850	103310320
chr15_4254	5280610	5281500
chr15_4255	5726850	5728480
chr15_4256	9517550	9519200
chr15_4257	12430310	12431130
chr15_4258	25375100	25376010
chr15_4259	31169840	31170380
chr15_426	42311030	42311440
chr15_4260	53944800	53947200
chr15_4261	58529330	58530190
chr15_4262	63858000	63858860
chr15_4263	72953880	72954550
chr15_4264	76251640	76254140
chr15_4265	77615690	77616910
chr15_4266	78263660	78264340
chr15_4267	78320130	78320610
chr15_4268	79894410	79895870
chr15_4269	81960600	81962170
chr15_427	42383450	42385120
chr15_4270	88767060	88767970
chr15_4271	97984540	97986860
chr15_4272	12853540	12853810
chr15_4273	37537600	37538680
chr15_4274	59943450	59944680
chr15_4275	59973000	59973800
chr15_4276	73055130	73055870
chr15_4277	91964550	91965500
chr15_4278	95721980	95722990
chr15_4279	99970190	99971310
chr15_428	42388820	42391100
chr15_4280	101316440	101317400
chr15_4281	5511800	5512070
chr15_4282	8506230	8506890
chr15_4283	12770250	12771190
chr15_4284	28119400	28119840
chr15_4285	31402540	31402930
chr15_4286	34820050	34821410
chr15_4287	36356690	36358100
chr15_4288	36451140	36451530
chr15_4289	36474750	36475300
chr15_429	42408050	42410500
chr15_4290	36645090	36646600
chr15_4291	38211580	38213130
chr15_4292	38391620	38391960
chr15_4293	42506330	42506830
chr15_4294	57710130	57710290
chr15_4295	59548280	59549490
chr15_4296	73143580	73144040
chr15_4297	74619280	74620370
chr15_4298	78014530	78015770
chr15_4299	78413670	78414440
chr15_43	3977400	3979780
chr15_430	42352150	42353450
chr15_4300	83440780	83441650
chr15_4301	84415880	84416560
chr15_4302	84872760	84874610
chr15_4303	85791350	85792780
chr15_4304	86138760	86140570
chr15_4305	91547960	91548330
chr15_4306	93394000	93394530
chr15_4307	93743210	93744420
chr15_4308	93756960	93757370
chr15_4309	94061760	94062150
chr15_431	42988800	42991300
chr15_4310	95297390	95298270
chr15_4311	95544920	95546060
chr15_4312	95607000	95608860
chr15_4313	96373610	96374430
chr15_4314	97364610	97366130
chr15_4315	97496140	97496770
chr15_4316	101318670	101318800
chr15_4317	3227270	3229100
chr15_4318	3904050	3906100
chr15_4319	11765670	11766760
chr15_432	43020110	43020850
chr15_4320	11811220	11813960
chr15_4321	11822960	11825430
chr15_4322	11896950	11897480
chr15_4323	11779660	11781180
chr15_4324	12402200	12403990
chr15_4325	31520810	31522620
chr15_4326	32268600	32269850
chr15_4327	36564610	36565670
chr15_4328	54832780	54834720
chr15_4329	55039440	55041730
chr15_433	43026470	43027920
chr15_4330	55525630	55527720
chr15_4331	55607940	55609050
chr15_4332	58277830	58278660
chr15_4333	59110260	59112280
chr15_4334	72840530	72841270
chr15_4335	77099480	77100600
chr15_4336	78045550	78046350
chr15_4337	78593950	78595910
chr15_4338	78910880	78911810
chr15_4339	82206470	82206780
chr15_434	43112880	43114480
chr15_4340	85677070	85677800
chr15_4341	91147210	91148200
chr15_4342	97518020	97519010
chr15_4343	99300150	99300510
chr15_4344	101152410	101153750
chr15_4345	101759510	101761100
chr15_435	43308040	43310400
chr15_436	43268820	43271120
chr15_437	43440160	43441980
chr15_438	43455920	43456380
chr15_439	43567180	43568850
chr15_44	4042520	4043340
chr15_440	43416280	43418300
chr15_441	44255980	44256800
chr15_442	44509280	44511250
chr15_443	44550530	44552860
chr15_444	44498020	44500130
chr15_445	44507060	44509080
chr15_446	44532700	44533830
chr15_447	50515390	50516360
chr15_448	50518740	50521070
chr15_449	50524120	50525260
chr15_45	3948810	3951100
chr15_450	50525630	50528180
chr15_451	50528410	50530900
chr15_452	50534840	50536450
chr15_453	50718490	50721140
chr15_454	50802170	50802650
chr15_455	51075690	51075970
chr15_456	51079680	51079890
chr15_457	51088340	51088930
chr15_458	51240710	51242070
chr15_459	51358120	51359880
chr15_46	5066680	5067610
chr15_460	51405920	51407220
chr15_461	51512850	51514620
chr15_462	51561600	51563420
chr15_463	51635580	51637120
chr15_464	51637850	51639470
chr15_465	51665550	51666060
chr15_466	51667400	51668300
chr15_467	51685070	51687570
chr15_468	51811850	51814070
chr15_469	51815010	51815980
chr15_47	5067700	5068560
chr15_470	51592650	51594720
chr15_471	51821610	51824060
chr15_472	51642050	51643770
chr15_473	51695900	51697700
chr15_474	51194310	51195920
chr15_475	52488030	52490360
chr15_476	52571100	52573520
chr15_477	52753940	52754510
chr15_478	52758900	52761280
chr15_479	52798550	52800500
chr15_48	5076160	5076820
chr15_480	52829600	52831570
chr15_481	52894880	52895620
chr15_482	52931000	52933230
chr15_483	52933350	52934200
chr15_484	52945360	52947520
chr15_485	52971580	52972740
chr15_486	52976310	52978240
chr15_487	52996260	52996910
chr15_488	52997000	52999200
chr15_489	53008050	53009320
chr15_49	5078260	5079790
chr15_490	53016390	53017500
chr15_491	53032800	53034910
chr15_492	53035980	53037840
chr15_493	53066420	53067240
chr15_494	53067850	53069800
chr15_495	53072180	53072620
chr15_496	53074700	53075390
chr15_497	53097290	53099630
chr15_498	53102230	53104540
chr15_499	53113200	53115020
chr15_5	3251190	3252680
chr15_50	5098440	5100010
chr15_500	53194080	53195650
chr15_501	53293770	53296100
chr15_502	53001800	53002280
chr15_503	53116640	53118810
chr15_504	53083530	53085670
chr15_505	52543820	52545800
chr15_506	52779050	52780780
chr15_507	52832520	52834330
chr15_508	52970110	52971200
chr15_509	53093660	53094090
chr15_51	5107420	5109730
chr15_510	53201780	53202450
chr15_511	53308580	53309890
chr15_512	53777200	53778900
chr15_513	54007820	54010190
chr15_514	54044670	54045710
chr15_515	54217400	54219580
chr15_516	54642340	54643020
chr15_517	54666770	54668210
chr15_518	54677500	54679720
chr15_519	54697590	54698980
chr15_52	5285280	5286610
chr15_520	54702190	54702950
chr15_521	54816220	54817980
chr15_522	54818200	54819340
chr15_523	54821060	54822340
chr15_524	54850580	54851040
chr15_525	54901880	54904160
chr15_526	54920670	54922800
chr15_527	54942810	54944580
chr15_528	54945130	54945870
chr15_529	54954130	54956000
chr15_53	5093990	5096400
chr15_530	54963420	54965500
chr15_531	54977730	54980060
chr15_532	55008650	55010040
chr15_533	55018160	55019720
chr15_534	54951420	54953800
chr15_535	55028740	55030790
chr15_536	55067610	55068960
chr15_537	55209100	55211050
chr15_538	55211200	55213920
chr15_539	55337920	55340160
chr15_54	5193190	5194330
chr15_540	55341450	55343550
chr15_541	55331370	55332050
chr15_542	55386990	55388810
chr15_543	55389290	55390680
chr15_544	56385670	56386380
chr15_545	56486320	56487700
chr15_546	56493000	56493440
chr15_547	56513750	56515350
chr15_548	56516720	56518370
chr15_549	56519260	56521490
chr15_55	5110740	5113050
chr15_550	56523200	56525500
chr15_551	56558160	56559420
chr15_552	56596210	56597250
chr15_553	56675280	56676610
chr15_554	56727440	56728540
chr15_555	56783450	56784800
chr15_556	56800630	56802010
chr15_557	56573050	56575330
chr15_558	56671530	56673910
chr15_559	56181720	56183790
chr15_56	5483250	5484240
chr15_560	56271170	56272500
chr15_561	56304150	56306560
chr15_562	56346250	56348440
chr15_563	56423800	56425620
chr15_564	56633240	56634160
chr15_565	56641930	56642530
chr15_566	56651510	56653180
chr15_567	56683580	56685700
chr15_568	56767520	56769480
chr15_569	56891180	56891930
chr15_57	5489320	5490580
chr15_570	56867450	56869360
chr15_571	57295820	57298200
chr15_572	57526550	57528960
chr15_573	57533040	57535010
chr15_574	57211730	57212570
chr15_575	57265820	57267500
chr15_576	57399130	57400330
chr15_577	57476900	57478100
chr15_578	57584090	57585790
chr15_579	57710630	57712030
chr15_58	6275180	6277180
chr15_580	57712230	57713210
chr15_581	57716920	57717910
chr15_582	57759630	57761900
chr15_583	57827100	57827830
chr15_584	57835650	57837790
chr15_585	57840590	57841100
chr15_586	57846120	57848160
chr15_587	57876270	57878550
chr15_588	57905780	57907710
chr15_589	57963890	57966360
chr15_59	6336930	6339090
chr15_590	57972450	57974910
chr15_591	58041110	58042330
chr15_592	58044830	58046050
chr15_593	58089960	58091350
chr15_594	58132080	58134380
chr15_595	57818090	57820530
chr15_596	58253450	58255750
chr15_597	58311620	58313790
chr15_598	58337950	58339920
chr15_599	58425620	58427900
chr15_6	3263520	3263900
chr15_60	6347710	6349080
chr15_600	58589580	58590160
chr15_601	58518720	58520470
chr15_602	58586240	58587660
chr15_603	58608280	58610110
chr15_604	58649430	58650740
chr15_605	58652880	58654390
chr15_606	58721040	58721700
chr15_607	58758040	58760230
chr15_608	58827590	58830060
chr15_609	58830160	58832290
chr15_61	6359980	6362400
chr15_610	58837310	58839430
chr15_611	58841880	58843190
chr15_612	58844330	58845480
chr15_613	58849030	58851090
chr15_614	58869070	58870880
chr15_615	58871730	58874000
chr15_616	58874490	58875770
chr15_617	58885510	58886570
chr15_618	58889970	58891840
chr15_619	58895170	58897620
chr15_62	6441530	6443680
chr15_620	58901970	58903520
chr15_621	58906250	58907270
chr15_622	58908810	58910480
chr15_623	58910590	58913010
chr15_624	58978920	58981070
chr15_625	58816950	58819350
chr15_626	58883290	58884260
chr15_627	58898980	58900670
chr15_628	58969160	58971560
chr15_629	58976860	58978010
chr15_63	6506770	6508340
chr15_630	58985220	58986550
chr15_631	58992180	58993530
chr15_632	59018760	59020680
chr15_633	59025670	59027110
chr15_634	59033950	59034220
chr15_635	59043620	59044260
chr15_636	59168840	59171360
chr15_637	59322980	59323440
chr15_638	59063430	59064750
chr15_639	59162740	59165170
chr15_64	6514920	6515560
chr15_640	59165260	59166640
chr15_641	59138520	59138860
chr15_642	59141780	59142490
chr15_643	59149600	59151910
chr15_644	59279680	59281550
chr15_645	59299390	59301330
chr15_646	59365170	59366180
chr15_647	59378270	59379670
chr15_648	59397970	59400270
chr15_649	59402030	59404230
chr15_65	6339380	6341820
chr15_650	59435170	59436120
chr15_651	59483320	59485790
chr15_652	59493220	59495590
chr15_653	59523100	59525020
chr15_654	59260870	59262680
chr15_655	59359140	59359610
chr15_656	59147680	59149350
chr15_657	59383840	59384480
chr15_658	59427620	59427890
chr15_659	59429980	59432290
chr15_66	6504040	6506230
chr15_660	59511270	59512920
chr15_661	59537600	59538270
chr15_662	59552120	59554360
chr15_663	59559160	59561440
chr15_664	59561540	59563220
chr15_665	59564320	59566570
chr15_666	59582000	59584140
chr15_667	59584360	59584880
chr15_668	59586880	59588460
chr15_669	59591040	59591620
chr15_67	6584910	6587280
chr15_670	59606290	59607670
chr15_671	59608210	59609860
chr15_672	59615230	59617020
chr15_673	59617540	59619510
chr15_674	59661880	59663540
chr15_675	59675620	59678020
chr15_676	59603710	59606030
chr15_677	59504870	59506800
chr15_678	59805560	59807640
chr15_679	61770810	61771620
chr15_68	6517400	6519840
chr15_680	61821910	61824230
chr15_681	61826570	61827400
chr15_682	61829360	61831790
chr15_683	61834180	61835340
chr15_684	61841150	61841880
chr15_685	61842000	61844090
chr15_686	61869750	61870810
chr15_687	61871000	61873170
chr15_688	61877550	61878270
chr15_689	61880720	61881500
chr15_69	6810370	6812700
chr15_690	61887150	61889490
chr15_691	61904410	61905670
chr15_692	61910110	61912390
chr15_693	61923120	61925660
chr15_694	61929650	61931270
chr15_695	61936020	61936860
chr15_696	61937780	61940450
chr15_697	61942600	61945000
chr15_698	61945700	61947500
chr15_699	61958580	61960640
chr15_7	3333840	3334810
chr15_70	6813920	6815310
chr15_700	61967540	61969710
chr15_701	61970010	61971920
chr15_702	61978020	61979920
chr15_703	61988510	61990140
chr15_704	61998340	61999650
chr15_705	62000010	62002100
chr15_706	62008860	62010700
chr15_707	62034350	62034580
chr15_708	62035430	62036540
chr15_709	62037850	62038810
chr15_71	6776260	6777080
chr15_710	62043020	62045260
chr15_711	62046800	62049090
chr15_712	62051000	62051330
chr15_713	62060390	62061920
chr15_714	62064500	62065250
chr15_715	62091800	62093720
chr15_716	62096060	62097680
chr15_717	62100770	62101630
chr15_718	61963880	61965140
chr15_719	61980190	61980790
chr15_72	6799490	6800980
chr15_720	62012270	62013710
chr15_721	61995690	61997300
chr15_722	61126290	61127280
chr15_723	61140170	61142370
chr15_724	61211600	61213300
chr15_725	61260210	61260740
chr15_726	61281670	61282220
chr15_727	61284690	61286370
chr15_728	61366640	61368670
chr15_729	61393690	61394890
chr15_73	6823180	6825020
chr15_730	61450330	61452420
chr15_731	61485860	61487880
chr15_732	61533260	61533780
chr15_733	61598110	61598680
chr15_734	61601690	61602700
chr15_735	61819830	61820900
chr15_736	62118000	62119320
chr15_737	62126180	62127930
chr15_738	62128670	62129110
chr15_739	62132940	62134800
chr15_74	6807900	6810290
chr15_740	62344970	62345520
chr15_741	62364110	62365510
chr15_742	61439340	61441650
chr15_743	62159670	62161240
chr15_744	63791350	63792950
chr15_745	63832370	63833780
chr15_746	63834290	63836290
chr15_747	63843220	63845460
chr15_748	64016870	64018650
chr15_749	64019150	64020600
chr15_75	6889970	6892280
chr15_750	64028700	64030890
chr15_751	64051680	64052520
chr15_752	64063750	64065100
chr15_753	64065340	64067270
chr15_754	64132870	64134650
chr15_755	64136900	64138720
chr15_756	64144230	64146700
chr15_757	64162090	64163550
chr15_758	64171180	64173320
chr15_759	64192780	64195070
chr15_76	6961080	6961920
chr15_760	64195520	64197940
chr15_761	64126890	64128790
chr15_762	64141780	64143910
chr15_763	64207760	64210030
chr15_764	64021360	64023040
chr15_765	64302220	64302750
chr15_766	64307980	64310100
chr15_767	64311730	64313120
chr15_768	64314410	64315480
chr15_769	64350420	64352940
chr15_77	6967520	6967710
chr15_770	64368610	64369780
chr15_771	64373390	64374310
chr15_772	64449310	64451460
chr15_773	64453050	64454550
chr15_774	65618800	65620200
chr15_775	66368700	66370350
chr15_776	66629620	66630510
chr15_777	66637590	66639600
chr15_778	66641600	66644090
chr15_779	66644350	66646760
chr15_78	7049020	7051130
chr15_780	66646840	66647400
chr15_781	66673880	66675540
chr15_782	66691060	66692780
chr15_783	66692880	66694030
chr15_784	66726360	66728030
chr15_785	66762670	66763760
chr15_786	66648920	66650900
chr15_787	66678750	66680850
chr15_788	66634970	66636610
chr15_789	66681190	66682050
chr15_79	7067770	7069570
chr15_790	66724160	66725350
chr15_791	66763890	66765420
chr15_792	66771800	66774620
chr15_793	66774710	66776330
chr15_794	66891830	66893020
chr15_795	66893200	66895230
chr15_796	66901480	66903750
chr15_797	66913550	66915210
chr15_798	66921710	66922680
chr15_799	66938390	66941160
chr15_8	3338490	3340180
chr15_80	7079820	7081500
chr15_800	66941210	66943270
chr15_801	66949410	66950770
chr15_802	66959180	66960110
chr15_803	66973940	66974240
chr15_804	66982400	66984600
chr15_805	66984730	66986730
chr15_806	66987070	66988480
chr15_807	66993270	66993810
chr15_808	67007210	67008190
chr15_809	67040260	67042050
chr15_81	7096130	7096930
chr15_810	67133300	67133970
chr15_811	67176750	67177900
chr15_812	66682280	66684300
chr15_813	66895300	66897280
chr15_814	66911880	66913240
chr15_815	67058640	67060210
chr15_816	66976940	66979390
chr15_817	67103650	67105400
chr15_818	67114310	67115520
chr15_819	67143880	67146330
chr15_82	7147640	7149890
chr15_820	67183100	67185550
chr15_821	67185640	67187490
chr15_822	67195080	67197200
chr15_823	67236280	67238080
chr15_824	67243680	67246060
chr15_825	67250850	67252950
chr15_826	67290270	67291870
chr15_827	67298110	67300600
chr15_828	67312050	67314380
chr15_829	67377980	67379550
chr15_83	7150300	7152790
chr15_830	67188800	67190800
chr15_831	67997480	67999970
chr15_832	68048550	68050850
chr15_833	68234380	68236230
chr15_834	71508580	71510190
chr15_835	72666480	72668750
chr15_836	72976990	72978340
chr15_837	72979870	72980550
chr15_838	72982710	72982990
chr15_839	72984200	72986140
chr15_84	7163400	7164480
chr15_840	72986510	72987500
chr15_841	72988060	72989300
chr15_842	72990130	72990440
chr15_843	72991930	72994190
chr15_844	73000320	73001660
chr15_845	73004540	73005570
chr15_846	73009340	73011160
chr15_847	73077030	73077690
chr15_848	73148500	73150400
chr15_849	73182060	73184350
chr15_85	7171860	7174640
chr15_850	73006750	73009090
chr15_851	73233870	73234670
chr15_852	73365400	73367470
chr15_853	74489320	74489800
chr15_854	74538290	74539590
chr15_855	74823860	74825300
chr15_856	74826990	74828270
chr15_857	74496610	74498590
chr15_858	74825900	74826880
chr15_859	74876270	74877780
chr15_86	7093540	7095940
chr15_860	74877890	74879210
chr15_861	74915480	74917850
chr15_862	75023180	75025200
chr15_863	75099220	75102060
chr15_864	75295980	75298200
chr15_865	75412110	75412780
chr15_866	75434690	75436320
chr15_867	75282590	75284580
chr15_868	75447450	75448470
chr15_869	75650720	75652930
chr15_87	7671040	7671800
chr15_870	75656280	75657590
chr15_871	75658180	75660330
chr15_872	75670990	75672270
chr15_873	75755810	75756220
chr15_874	75775480	75776080
chr15_875	75771580	75773510
chr15_876	75749650	75752060
chr15_877	75739770	75739880
chr15_878	75943920	75946270
chr15_879	75947090	75949530
chr15_88	7709420	7711750
chr15_880	75951110	75951850
chr15_881	76018190	76019300
chr15_882	76019610	76020530
chr15_883	76020620	76021440
chr15_884	76021560	76022610
chr15_885	76022770	76024390
chr15_886	76024430	76025850
chr15_887	76029830	76030890
chr15_888	76057890	76059780
chr15_889	76070610	76072080
chr15_89	7787990	7789410
chr15_890	76072160	76074650
chr15_891	76083870	76085400
chr15_892	76097930	76098510
chr15_893	76123970	76126320
chr15_894	76136000	76137650
chr15_895	76158090	76159780
chr15_896	76163520	76165010
chr15_897	76174120	76175480
chr15_898	76177810	76178730
chr15_899	76178860	76180910
chr15_9	3367220	3368490
chr15_90	7827180	7829060
chr15_900	76182080	76182840
chr15_901	76199990	76200960
chr15_902	76036750	76038490
chr15_903	75758970	75760080
chr15_904	75908740	75911230
chr15_905	76051210	76051470
chr15_906	76078790	76079640
chr15_907	76161890	76163130
chr15_908	76175640	76176080
chr15_909	76182980	76184270
chr15_91	7881110	7882940
chr15_910	76290820	76293300
chr15_911	76308140	76310490
chr15_912	76333850	76335090
chr15_913	76337080	76339180
chr15_914	76340260	76341980
chr15_915	76368500	76370120
chr15_916	76469030	76470280
chr15_917	76487080	76488780
chr15_918	76103610	76106060
chr15_919	76293720	76294960
chr15_92	8047960	8049110
chr15_920	76295240	76297200
chr15_921	76315610	76316050
chr15_922	76329120	76330840
chr15_923	76331400	76332440
chr15_924	76332810	76333810
chr15_925	76335130	76336990
chr15_926	76406920	76407550
chr15_927	76409230	76411030
chr15_928	76366410	76367710
chr15_929	76532780	76533690
