HGNC:462	ENSG00000099721	MGI:88005	ENSMUSG00000031354
HGNC:20883	ENSG00000153982	MGI:1913819	ENSMUSG00000061666
HGNC:16203	ENSG00000131050	MGI:97787	ENSMUSG00000042459
HGNC:16768	ENSG00000116032	MGI:2150393	ENSMUSG00000035745
HGNC:20794	ENSG00000186871	MGI:2654144	ENSMUSG00000051220
HGNC:5271	ENSG00000110011	MGI:1927346	ENSMUSG00000024963
HGNC:20064	ENSG00000136014	MGI:3045318	ENSMUSG00000020020
HGNC:19957	ENSG00000196663	MGI:2144865	ENSMUSG00000021275
HGNC:22979	ENSG00000126903	MGI:95048	ENSMUSG00000032806
HGNC:17809	ENSG00000070366	MGI:2144117	ENSMUSG00000038290
HGNC:20154	ENSG00000100439	MGI:1915938	ENSMUSG00000040997
HGNC:15322	ENSG00000172457	MGI:3030840	ENSMUSG00000075211
HGNC:6822	ENSG00000198162	MGI:104676	ENSMUSG00000008763
HGNC:30915	ENSG00000136485	MGI:1919083	ENSMUSG00000049354
HGNC:18676	ENSG00000198231	MGI:1919297	ENSMUSG00000020705
HGNC:30798	ENSG00000130032	MGI:2685214	ENSMUSG00000033361
HGNC:3288	ENSG00000187840	MGI:103267	ENSMUSG00000031490
HGNC:16036	ENSG00000128699	MGI:2181669	ENSMUSG00000026097
HGNC:6485	ENSG00000130702	MGI:105382	ENSMUSG00000015647
HGNC:14355	ENSG00000086619	MGI:1914725	ENSMUSG00000057069
HGNC:4818	ENSG00000105509	MGI:106590	ENSMUSG00000003665
HGNC:18578	ENSG00000086712	MGI:3590652	ENSMUSG00000038344
HGNC:7795	ENSG00000077150	MGI:1099800	ENSMUSG00000025225
HGNC:12458	ENSG00000221983	MGI:3644625	ENSMUSG00000061390
HGNC:23243	ENSG00000267909	MGI:2686414	ENSMUSG00000062961
HGNC:23533	ENSG00000176769	MGI:1917821	ENSMUSG00000091002
HGNC:26536	ENSG00000167094	MGI:2443048	ENSMUSG00000039021
HGNC:9722	ENSG00000059573	MGI:1888908	ENSMUSG00000025007
HGNC:2645	ENSG00000186115	MGI:1919304	ENSMUSG00000003484
HGNC:28670	ENSG00000142634	MGI:106504	ENSMUSG00000040659
HGNC:4403	ENSG00000127920	MGI:1913316	ENSMUSG00000032766
HGNC:18803	ENSG00000123472	MGI:2180560	ENSMUSG00000028710
HGNC:24138	ENSG00000147570	MGI:1913576	ENSMUSG00000027606
HGNC:2928	ENSG00000198947	MGI:94909	ENSMUSG00000045103
HGNC:3955	ENSG00000111816	MGI:103265	ENSMUSG00000019779
HGNC:9208	ENSG00000127948	MGI:97744	ENSMUSG00000005514
HGNC:24888	ENSG00000100341	MGI:1923022	ENSMUSG00000018868
HGNC:26344	ENSG00000165325	MGI:2443026	ENSMUSG00000039977
HGNC:31690	ENSG00000177576	MGI:3039614	ENSMUSG00000036299
HGNC:19410	ENSG00000198739	MGI:2389177	ENSMUSG00000042846
HGNC:10904	ENSG00000163950	MGI:108402	ENSMUSG00000004642
HGNC:5391	ENSG00000127415	MGI:96418	ENSMUSG00000033540
HGNC:19072	ENSG00000051596	MGI:1920916	ENSMUSG00000025872
HGNC:1067	ENSG00000168487	MGI:88176	ENSMUSG00000022098
HGNC:23682	ENSG00000205808	MGI:1921661	ENSMUSG00000040105
HGNC:7723	ENSG00000139350	MGI:97293	ENSMUSG00000019988
HGNC:6142	ENSG00000091409	MGI:96605	ENSMUSG00000027111
HGNC:6973	ENSG00000135679	MGI:96952	ENSMUSG00000020184
HGNC:26409	ENSG00000164841	MGI:2443417	ENSMUSG00000054409
HGNC:26576	ENSG00000174611	MGI:96709	ENSMUSG00000035606
HGNC:17748	ENSG00000165617	MGI:1891740	ENSMUSG00000044548
HGNC:9291	ENSG00000154415	MGI:2153588	ENSMUSG00000042717
HGNC:680	ENSG00000242173	MGI:108430	ENSMUSG00000073433
HGNC:8277	ENSG00000175143	MGI:109304	ENSMUSG00000072707
HGNC:14992	ENSG00000196266	MGI:3030052	ENSMUSG00000046643
HGNC:24731	ENSG00000196865	MGI:1914116	ENSMUSG00000025078
HGNC:3596	ENSG00000086570	MGI:2685369	ENSMUSG00000055333
HGNC:2042	ENSG00000171217	MGI:3646757	ENSMUSG00000091530
HGNC:26683	ENSG00000152936	MGI:1921321	ENSMUSG00000054966
HGNC:28868	ENSG00000136231	MGI:1890359	ENSMUSG00000029814
HGNC:24175	ENSG00000074696	MGI:1889341	ENSMUSG00000033629
HGNC:18119	ENSG00000145375	MGI:1927170	ENSMUSG00000027722
HGNC:6596	ENSG00000128342	MGI:96787	ENSMUSG00000034394
HGNC:7047	ENSG00000071073	MGI:2662992	ENSMUSG00000026110
HGNC:4451	ENSG00000147257	MGI:104903	ENSMUSG00000055653
HGNC:23673	ENSG00000165072	MGI:1918988	ENSMUSG00000033207
HGNC:10852	ENSG00000182199	MGI:1277989	ENSMUSG00000025403
HGNC:18248	ENSG00000134759	MGI:1889642	ENSMUSG00000024271
HGNC:5383	ENSG00000182054	MGI:96414	ENSMUSG00000030541
HGNC:14313	ENSG00000122970	MGI:1098597	ENSMUSG00000029469
HGNC:16083	ENSG00000158315	MGI:3608413	ENSMUSG00000043333
HGNC:19074	ENSG00000100296	MGI:1351333	ENSMUSG00000034274
HGNC:48335	ENSG00000215029	MGI:1919091	ENSMUSG00000058252
HGNC:24788	ENSG00000170500	MGI:1920209	ENSMUSG00000048814
HGNC:10731	ENSG00000168758	MGI:109252	ENSMUSG00000026121
HGNC:19737	ENSG00000111077	MGI:2387586	ENSMUSG00000037003
HGNC:4127	ENSG00000136542	MGI:2179403	ENSMUSG00000026828
HGNC:30422	ENSG00000138771	MGI:1351655	ENSMUSG00000029381
HGNC:4661	ENSG00000006704	MGI:1861942	ENSMUSG00000023079
HGNC:4862	ENSG00000123338	MGI:1926063	ENSMUSG00000022488
HGNC:19319	ENSG00000167851	MGI:2443411	ENSMUSG00000034652
HGNC:14263	ENSG00000112210	MGI:99833	ENSMUSG00000004768
HGNC:13630	ENSG00000105619	MGI:1916964	ENSMUSG00000006335
HGNC:30714	ENSG00000140955	MGI:1923023	ENSMUSG00000024266
HGNC:18504	ENSG00000132185	MGI:2138647	ENSMUSG00000038421
HGNC:14995	ENSG00000279111	MGI:3030251	ENSMUSG00000066672
HGNC:18449	ENSG00000002549	MGI:1914238	ENSMUSG00000039682
HGNC:26072	ENSG00000138642	MGI:1914388	ENSMUSG00000029798
HGNC:24240	ENSG00000128242	MGI:1858277	ENSMUSG00000049721
HGNC:9639	ENSG00000165996	MGI:1353592	ENSMUSG00000063275
HGNC:28217	ENSG00000187713	MGI:2443597	ENSMUSG00000078201
HGNC:28264	ENSG00000180628	MGI:1923505	ENSMUSG00000024805
HGNC:15736	ENSG00000167861	MGI:2445087	ENSMUSG00000034586
HGNC:14546	ENSG00000272674	MGI:2136754	ENSMUSG00000046387
HGNC:23049	ENSG00000064115	MGI:1914873	ENSMUSG00000040234
HGNC:20122	ENSG00000156414	MGI:1921941	ENSMUSG00000054003
HGNC:24882	ENSG00000143457	MGI:1917129	ENSMUSG00000046519
HGNC:11034	ENSG00000050438	MGI:1928745	ENSMUSG00000023032
HGNC:7427	ENSG00000198727	MGI:102501	ENSMUSG00000064370
HGNC:28792	ENSG00000116212	MGI:1925059	ENSMUSG00000028617
HGNC:25575	ENSG00000143845	MGI:2443760	ENSMUSG00000070644
HGNC:33743	ENSG00000203933	MGI:3779666	ENSMUSG00000079583
HGNC:33781	ENSG00000183760	MGI:2142121	ENSMUSG00000037469
HGNC:18469	ENSG00000104219	MGI:1923452	ENSMUSG00000039470
HGNC:1493	ENSG00000110619	MGI:1351477	ENSMUSG00000010755
HGNC:26909	ENSG00000169495	MGI:3036260	ENSMUSG00000037406
HGNC:17575	ENSG00000065526	MGI:1891706	ENSMUSG00000040761
HGNC:15970	ENSG00000218823	MGI:1932115	ENSMUSG00000074817
HGNC:23455	ENSG00000173239	MGI:1926003	ENSMUSG00000056078
HGNC:21017	ENSG00000181355	MGI:2658851	ENSMUSG00000047094
HGNC:19711	ENSG00000154309	MGI:1916147	ENSMUSG00000030768
HGNC:30406	ENSG00000170801	MGI:1925808	ENSMUSG00000029096
HGNC:11375	ENSG00000155304	MGI:1309463	ENSMUSG00000032932
HGNC:24447	ENSG00000103121	MGI:1913781	ENSMUSG00000014633
HGNC:20173	ENSG00000163444	MGI:1914729	ENSMUSG00000042305
HGNC:24513	ENSG00000157693	MGI:1913920	ENSMUSG00000045917
HGNC:11277	ENSG00000090054	MGI:1099431	ENSMUSG00000021468
HGNC:24048	ENSG00000177917	MGI:1929507	ENSMUSG00000026960
HGNC:8599	ENSG00000110218	MGI:1860055	ENSMUSG00000031934
HGNC:21153	ENSG00000133135	MGI:1914139	ENSMUSG00000031438
HGNC:27315	ENSG00000184560	MGI:1918293	ENSMUSG00000044084
HGNC:20186	ENSG00000119720	MGI:2670969	ENSMUSG00000021179
HGNC:4566	ENSG00000177885	MGI:95805	ENSMUSG00000059923
HGNC:15607	ENSG00000102606	MGI:1860493	ENSMUSG00000031511
HGNC:6143	ENSG00000135424	MGI:102700	ENSMUSG00000025348
HGNC:20472	ENSG00000175324	MGI:1914457	ENSMUSG00000037296
HGNC:10765	ENSG00000099995	MGI:1914715	ENSMUSG00000002129
HGNC:28465	ENSG00000159884	MGI:1913423	ENSMUSG00000028461
HGNC:3367	ENSG00000187097	MGI:1321385	ENSMUSG00000021236
HGNC:1488	ENSG00000116489	MGI:106227	ENSMUSG00000070372
HGNC:14671	ENSG00000101442	MGI:1924748	ENSMUSG00000037761
HGNC:22192	ENSG00000136193	MGI:1917188	ENSMUSG00000019124
HGNC:30577	ENSG00000197530	MGI:2679684	ENSMUSG00000029060
HGNC:12499	ENSG00000110344	MGI:2154580	ENSMUSG00000059890
HGNC:25151	ENSG00000213638	MGI:1924344	ENSMUSG00000113640
HGNC:18598	ENSG00000126216	MGI:2183752	ENSMUSG00000000759
HGNC:25152	ENSG00000142444	MGI:1917023	ENSMUSG00000048429
HGNC:7114	ENSG00000179455	MGI:2181178	ENSMUSG00000070527
HGNC:29273	ENSG00000008869	MGI:2444098	ENSMUSG00000039414
HGNC:1232	ENSG00000135766	MGI:1932286	ENSMUSG00000031987
HGNC:25654	ENSG00000138658	MGI:1918893	ENSMUSG00000051278
HGNC:2951	ENSG00000115423	MGI:107744	ENSMUSG00000052861
HGNC:28482	ENSG00000213123	MGI:1913311	ENSMUSG00000014075
HGNC:19866	ENSG00000011258	MGI:2143977	ENSMUSG00000059474
HGNC:29195	ENSG00000105063	MGI:2442163	ENSMUSG00000052296
HGNC:18216	ENSG00000171227	MGI:2157899	ENSMUSG00000050777
HGNC:567	ENSG00000103723	MGI:1100869	ENSMUSG00000062444
HGNC:12393	ENSG00000182670	MGI:1276539	ENSMUSG00000040785
HGNC:19663	ENSG00000172380	MGI:1336171	ENSMUSG00000036402
HGNC:7060	ENSG00000111341	MGI:96976	ENSMUSG00000030218
HGNC:11480	ENSG00000197321	MGI:2147319	ENSMUSG00000024236
HGNC:24986	ENSG00000172404	MGI:1914012	ENSMUSG00000047108
HGNC:30594	ENSG00000140553	MGI:2142246	ENSMUSG00000030533
HGNC:3606	ENSG00000165140	MGI:95492	ENSMUSG00000069805
HGNC:23017	ENSG00000116199	MGI:2443990	ENSMUSG00000033557
HGNC:1744	ENSG00000094804	MGI:1345150	ENSMUSG00000017499
HGNC:20365	ENSG00000198894	MGI:1919185	ENSMUSG00000034157
HGNC:11402	ENSG00000184343	MGI:1891338	ENSMUSG00000002007
HGNC:9076	ENSG00000166819	MGI:1890505	ENSMUSG00000030546
HGNC:7602	ENSG00000197535	MGI:105976	ENSMUSG00000034593
HGNC:24682	ENSG00000162769	MGI:2444881	ENSMUSG00000066595
HGNC:9463	ENSG00000229937	MGI:1922706	ENSMUSG00000092305
HGNC:16685	ENSG00000183617	MGI:1913297	ENSMUSG00000034932
HGNC:10933	ENSG00000119899	MGI:1924105	ENSMUSG00000049624
HGNC:6541	ENSG00000111716	MGI:96763	ENSMUSG00000030246
HGNC:2749	ENSG00000067596	MGI:1306823	ENSMUSG00000034931
HGNC:16865	ENSG00000168490	MGI:1860417	ENSMUSG00000003469
HGNC:19855	ENSG00000119636	MGI:1920123	ENSMUSG00000057265
HGNC:25564	ENSG00000134108	MGI:1914416	ENSMUSG00000030105
HGNC:24191	ENSG00000188393	MGI:3522133	ENSMUSG00000089728
HGNC:621	ENSG00000159593	MGI:2384561	ENSMUSG00000031878
HGNC:9707	ENSG00000130202	MGI:97822	ENSMUSG00000062300
HGNC:37243	ENSG00000226742	MGI:1913505	ENSMUSG00000078963
HGNC:11714	ENSG00000187079	MGI:101876	ENSMUSG00000055320
HGNC:8800	ENSG00000100311	MGI:97528	ENSMUSG00000000489
HGNC:7180	ENSG00000169184	MGI:1261813	ENSMUSG00000070576
HGNC:21495	ENSG00000136883	MGI:1098232	ENSMUSG00000028357
HGNC:9658	ENSG00000111679	MGI:96055	ENSMUSG00000004266
HGNC:6600	ENSG00000005156	MGI:109152	ENSMUSG00000020697
HGNC:19909	ENSG00000164967	MGI:1917211	ENSMUSG00000036114
HGNC:88	ENSG00000115361	MGI:87866	ENSMUSG00000026003
HGNC:561	ENSG00000196961	MGI:101921	ENSMUSG00000060279
HGNC:28026	ENSG00000187144	MGI:3607787	ENSMUSG00000045004
HGNC:15631	ENSG00000196664	MGI:2176882	ENSMUSG00000044583
HGNC:7988	ENSG00000197893	MGI:1098765	ENSMUSG00000049134
HGNC:26740	ENSG00000144152	MGI:1917620	ENSMUSG00000027386
HGNC:3578	ENSG00000185104	MGI:109419	ENSMUSG00000010517
HGNC:5057	ENSG00000115297	MGI:1350935	ENSMUSG00000068327
HGNC:22205	ENSG00000173852	MGI:1915685	ENSMUSG00000043067
HGNC:186	ENSG00000196839	MGI:87916	ENSMUSG00000017697
HGNC:9907	ENSG00000153250	MGI:1861774	ENSMUSG00000026970
HGNC:30321	ENSG00000133030	MGI:1349438	ENSMUSG00000005417
HGNC:29178	ENSG00000198815	MGI:2443432	ENSMUSG00000032998
HGNC:13309	ENSG00000170412	MGI:1917605	ENSMUSG00000051043
HGNC:26786	ENSG00000181638	MGI:99186	ENSMUSG00000047003
HGNC:6272	ENSG00000135750	MGI:109322	ENSMUSG00000033998
HGNC:13180	ENSG00000165861	MGI:3026685	ENSMUSG00000042628
HGNC:16919	ENSG00000108828	MGI:1349450	ENSMUSG00000034993
HGNC:11358	ENSG00000115145	MGI:1929100	ENSMUSG00000055371
HGNC:7063	ENSG00000085871	MGI:2448481	ENSMUSG00000074604
HGNC:14108	ENSG00000130227	MGI:1929705	ENSMUSG00000022100
HGNC:1866	ENSG00000177143	MGI:1347086	ENSMUSG00000050996
HGNC:7910	ENSG00000181163	MGI:106184	ENSMUSG00000057113
HGNC:14955	ENSG00000085274	MGI:1931415	ENSMUSG00000037730
HGNC:32671	ENSG00000177238	MGI:3612190	ENSMUSG00000042828
HGNC:25623	ENSG00000167487	MGI:2443079	ENSMUSG00000055707
HGNC:5981	ENSG00000112115	MGI:107364	ENSMUSG00000025929
HGNC:26537	ENSG00000158423	MGI:1913861	ENSMUSG00000025257
HGNC:28398	ENSG00000162641	MGI:3584453	ENSMUSG00000049565
HGNC:13800	ENSG00000129749	MGI:3609260	ENSMUSG00000066279
HGNC:11821	ENSG00000035862	MGI:98753	ENSMUSG00000017466
HGNC:1470	ENSG00000110931	MGI:2444812	ENSMUSG00000029471
HGNC:25792	ENSG00000103005	MGI:2142454	ENSMUSG00000031792
HGNC:19826	ENSG00000196943	MGI:1915092	ENSMUSG00000019297
HGNC:9963	ENSG00000169891	MGI:2663511	ENSMUSG00000040855
HGNC:14282	ENSG00000119669	MGI:2442463	ENSMUSG00000034168
HGNC:20961	ENSG00000064999	MGI:2446180	ENSMUSG00000024219
HGNC:19039	ENSG00000133597	MGI:1889336	ENSMUSG00000046947
HGNC:28426	ENSG00000204673	MGI:1914855	ENSMUSG00000011096
HGNC:15905	ENSG00000185513	MGI:2676663	ENSMUSG00000035576
HGNC:9829	ENSG00000132155	MGI:97847	ENSMUSG00000000441
HGNC:23038	ENSG00000168216	MGI:1915671	ENSMUSG00000073725
HGNC:2985	ENSG00000149927	MGI:109446	ENSMUSG00000052301
HGNC:368	ENSG00000108599	MGI:1890218	ENSMUSG00000047804
HGNC:17699	ENSG00000188322	MGI:2135937	ENSMUSG00000042978
HGNC:8773	ENSG00000128655	MGI:3036251	ENSMUSG00000075270
HGNC:9327	ENSG00000108849	MGI:97753	ENSMUSG00000017316
HGNC:10750	ENSG00000100167	MGI:1345148	ENSMUSG00000022456
HGNC:22958	ENSG00000196923	MGI:1914649	ENSMUSG00000021493
HGNC:29008	ENSG00000102870	MGI:2444524	ENSMUSG00000045639
HGNC:19763	ENSG00000198881	MGI:1917642	ENSMUSG00000031204
HGNC:30552	ENSG00000165966	MGI:3056996	ENSMUSG00000036218
HGNC:46	ENSG00000004846	MGI:1924956	ENSMUSG00000072791
HGNC:16912	ENSG00000126749	MGI:1315195	ENSMUSG00000004268
HGNC:15946	ENSG00000183638	MGI:2384303	ENSMUSG00000046049
HGNC:325	ENSG00000169692	MGI:1914762	ENSMUSG00000026922
HGNC:5196	ENSG00000153976	MGI:1333861	ENSMUSG00000047759
HGNC:28642	ENSG00000177025	MGI:1920340	ENSMUSG00000030385
HGNC:4571	ENSG00000155511	MGI:95808	ENSMUSG00000020524
HGNC:13811	ENSG00000144290	MGI:2150150	ENSMUSG00000026904
HGNC:14601	ENSG00000198721	MGI:1346064	ENSMUSG00000021417
HGNC:3319	ENSG00000102034	MGI:1928377	ENSMUSG00000031103
HGNC:18007	ENSG00000122694	MGI:1917770	ENSMUSG00000028480
HGNC:28370	ENSG00000126243	MGI:2442512	ENSMUSG00000036957
HGNC:28566	ENSG00000155875	MGI:1923061	ENSMUSG00000028492
HGNC:24845	ENSG00000135631	MGI:1098586	ENSMUSG00000051343
HGNC:24121	ENSG00000134042	MGI:2152817	ENSMUSG00000064036
HGNC:20932	ENSG00000077514	MGI:1915217	ENSMUSG00000030726
HGNC:17964	ENSG00000072042	MGI:102581	ENSMUSG00000066441
HGNC:28966	ENSG00000144560	MGI:2652840	ENSMUSG00000030315
HGNC:26945	ENSG00000242114	MGI:1916686	ENSMUSG00000004748
HGNC:23404	ENSG00000148602	MGI:2385320	ENSMUSG00000041044
HGNC:25167	ENSG00000145107	MGI:3645933	ENSMUSG00000079625
HGNC:593	ENSG00000089685	MGI:1203517	ENSMUSG00000017716
HGNC:13380	ENSG00000166959	MGI:1927657	ENSMUSG00000024730
HGNC:14101	ENSG00000198791	MGI:1298230	ENSMUSG00000031601
HGNC:6953	ENSG00000117335	MGI:1203290	ENSMUSG00000016493
HGNC:26431	ENSG00000162746	MGI:3576487	ENSMUSG00000070524
HGNC:3149	ENSG00000104823	MGI:1858208	ENSMUSG00000053898
HGNC:23503	ENSG00000184564	MGI:2443198	ENSMUSG00000045871
HGNC:8190	ENSG00000127780	MGI:109315	ENSMUSG00000062128
HGNC:5469	ENSG00000146678	MGI:96436	ENSMUSG00000020429
HGNC:24517	ENSG00000188976	MGI:1931051	ENSMUSG00000095567
HGNC:21293	ENSG00000148357	MGI:2677838	ENSMUSG00000055632
HGNC:2584	ENSG00000083799	MGI:1921506	ENSMUSG00000036712
HGNC:29636	ENSG00000138587	MGI:107933	ENSMUSG00000032221
HGNC:8665	ENSG00000249158	MGI:1298372	ENSMUSG00000102206
HGNC:12726	ENSG00000110799	MGI:98941	ENSMUSG00000001930
HGNC:3084	ENSG00000107404	MGI:94941	ENSMUSG00000029071
HGNC:1392	ENSG00000198216	MGI:106217	ENSMUSG00000004110
HGNC:19254	ENSG00000145287	MGI:2445289	ENSMUSG00000029322
HGNC:29158	ENSG00000064932	MGI:2448490	ENSMUSG00000035673
HGNC:30320	ENSG00000128805	MGI:2443418	ENSMUSG00000063506
HGNC:25621	ENSG00000153093	MGI:1921371	ENSMUSG00000027380
HGNC:16629	ENSG00000079337	MGI:2441741	ENSMUSG00000022469
HGNC:29386	ENSG00000154222	MGI:2443076	ENSMUSG00000028582
HGNC:2662	ENSG00000153071	MGI:109175	ENSMUSG00000022150
HGNC:8576	ENSG00000079462	MGI:108414	ENSMUSG00000005447
HGNC:8127	ENSG00000147162	MGI:1339639	ENSMUSG00000034160
HGNC:24991	ENSG00000104979	MGI:1289231	ENSMUSG00000019362
HGNC:30653	ENSG00000146857	MGI:107917	ENSMUSG00000029848
HGNC:8134	ENSG00000127083	MGI:1350918	ENSMUSG00000048368
HGNC:1065	ENSG00000117475	MGI:1201607	ENSMUSG00000026577
HGNC:5476	ENSG00000163453	MGI:1352480	ENSMUSG00000036256
HGNC:30438	ENSG00000180611	MGI:1917028	ENSMUSG00000051065
HGNC:1965	ENSG00000135902	MGI:87893	ENSMUSG00000026251
HGNC:17985	ENSG00000154133	MGI:1921394	ENSMUSG00000032125
HGNC:31357	ENSG00000187664	MGI:2679531	ENSMUSG00000007594
HGNC:26124	ENSG00000151883	MGI:1098713	ENSMUSG00000021725
HGNC:34024	ENSG00000255833	MGI:2385852	ENSMUSG00000049625
HGNC:25496	ENSG00000105341	MGI:1913599	ENSMUSG00000057229
HGNC:15035	ENSG00000188340	MGI:3030264	ENSMUSG00000050134
HGNC:16954	ENSG00000100276	MGI:1922918	ENSMUSG00000034209
HGNC:16872	ENSG00000157593	MGI:1921086	ENSMUSG00000037089
HGNC:15235	ENSG00000279270	MGI:3030403	ENSMUSG00000062142
HGNC:26946	ENSG00000164898	MGI:1913367	ENSMUSG00000019689
HGNC:24650	ENSG00000181090	MGI:1924933	ENSMUSG00000036893
HGNC:18531	ENSG00000033122	MGI:2676665	ENSMUSG00000028176
HGNC:4201	ENSG00000108773	MGI:1343101	ENSMUSG00000020918
HGNC:1186	ENSG00000111224	MGI:2141505	ENSMUSG00000037997
HGNC:1974	ENSG00000213341	MGI:99484	ENSMUSG00000025199
HGNC:484	ENSG00000154188	MGI:108448	ENSMUSG00000022309
HGNC:7866	ENSG00000183691	MGI:104327	ENSMUSG00000048616
HGNC:16313	ENSG00000188508	MGI:1928282	ENSMUSG00000074199
HGNC:25397	ENSG00000189308	MGI:2140902	ENSMUSG00000035310
HGNC:18336	ENSG00000179886	MGI:2145902	ENSMUSG00000103906
HGNC:6677	ENSG00000175445	MGI:96820	ENSMUSG00000015568
HGNC:22206	ENSG00000164542	MGI:1915533	ENSMUSG00000036411
HGNC:29116	ENSG00000172765	MGI:2442368	ENSMUSG00000030126
HGNC:560	ENSG00000182287	MGI:1889383	ENSMUSG00000031367
HGNC:26199	ENSG00000134152	MGI:1919675	ENSMUSG00000027132
HGNC:37100	ENSG00000186710	MGI:3779542	ENSMUSG00000094282
HGNC:11085	ENSG00000187122	MGI:1315203	ENSMUSG00000025020
HGNC:20045	ENSG00000142252	MGI:1916981	ENSMUSG00000044709
HGNC:84	ENSG00000278540	MGI:108451	ENSMUSG00000020532
HGNC:4378	ENSG00000163655	MGI:2448526	ENSMUSG00000027823
HGNC:26273	ENSG00000169957	MGI:2384582	ENSMUSG00000047371
HGNC:17306	ENSG00000187325	MGI:3039562	ENSMUSG00000047242
HGNC:11268	ENSG00000163209	MGI:1330237	ENSMUSG00000045539
HGNC:21710	ENSG00000109436	MGI:1918560	ENSMUSG00000031709
HGNC:1106	ENSG00000158019	MGI:1333875	ENSMUSG00000052139
HGNC:2324	ENSG00000071894	MGI:2679722	ENSMUSG00000034022
HGNC:31652	ENSG00000229544	MGI:104806	ENSMUSG00000048528
HGNC:9250	ENSG00000166387	MGI:894649	ENSMUSG00000036528
HGNC:8489	ENSG00000135336	MGI:1354944	ENSMUSG00000040044
HGNC:26332	ENSG00000144331	MGI:2444734	ENSMUSG00000027016
HGNC:19888	ENSG00000173269	MGI:2385618	ENSMUSG00000041445
HGNC:723	ENSG00000129744	MGI:107511	ENSMUSG00000030996
HGNC:11086	ENSG00000145147	MGI:1315205	ENSMUSG00000031558
HGNC:4286	ENSG00000189433	MGI:95722	ENSMUSG00000046623
HGNC:1788	ENSG00000147883	MGI:104737	ENSMUSG00000073802
HGNC:25428	ENSG00000120549	MGI:95454	ENSMUSG00000036617
HGNC:1471	ENSG00000164615	MGI:104728	ENSMUSG00000021501
HGNC:25069	ENSG00000177051	MGI:2444918	ENSMUSG00000050428
HGNC:34388	ENSG00000177989	MGI:1917363	ENSMUSG00000047394
HGNC:864	ENSG00000136888	MGI:1913540	ENSMUSG00000039105
HGNC:25835	ENSG00000187720	MGI:2672033	ENSMUSG00000032289
HGNC:30743	ENSG00000145777	MGI:1855696	ENSMUSG00000024379
HGNC:315	ENSG00000141385	MGI:1916847	ENSMUSG00000024527
HGNC:8054	ENSG00000140876	MGI:1914778	ENSMUSG00000031767
HGNC:37271	ENSG00000204767	MGI:3643491	ENSMUSG00000069911
HGNC:5	ENSG00000121410	MGI:2152878	ENSMUSG00000022347
HGNC:1685	ENSG00000110448	MGI:88340	ENSMUSG00000024669
HGNC:30382	ENSG00000144306	MGI:1921866	ENSMUSG00000008226
HGNC:29319	ENSG00000187164	MGI:1918903	ENSMUSG00000041362
HGNC:11325	ENSG00000114850	MGI:1914687	ENSMUSG00000027828
HGNC:8590	ENSG00000149269	MGI:1339975	ENSMUSG00000030774
HGNC:6838	ENSG00000101460	MGI:1915661	ENSMUSG00000027602
HGNC:28764	ENSG00000125531	MGI:3051572	ENSMUSG00000047841
HGNC:25556	ENSG00000104129	MGI:1916658	ENSMUSG00000034278
HGNC:837	ENSG00000099624	MGI:1913293	ENSMUSG00000003072
HGNC:2752	ENSG00000033800	MGI:1913125	ENSMUSG00000032405
HGNC:6628	ENSG00000131899	MGI:102682	ENSMUSG00000020536
HGNC:26118	ENSG00000164114	MGI:2442208	ENSMUSG00000033900
HGNC:4849	ENSG00000137252	MGI:2680765	ENSMUSG00000032360
HGNC:5281	ENSG00000170802	MGI:1347478	ENSMUSG00000034998
HGNC:33758	ENSG00000204347	MGI:1919264	ENSMUSG00000000202
HGNC:1002	ENSG00000161940	MGI:1278332	ENSMUSG00000000317
HGNC:7665	ENSG00000071051	MGI:1306821	ENSMUSG00000066877
HGNC:1071	ENSG00000125378	MGI:88180	ENSMUSG00000021835
HGNC:10608	ENSG00000080293	MGI:2441720	ENSMUSG00000026387
HGNC:25509	ENSG00000088756	MGI:2147003	ENSMUSG00000024043
HGNC:16781	ENSG00000135838	MGI:1921341	ENSMUSG00000042684
HGNC:24227	ENSG00000260916	MGI:1196419	ENSMUSG00000034563
HGNC:7028	ENSG00000106484	MGI:96968	ENSMUSG00000051855
HGNC:28007	ENSG00000225663	MGI:2384752	ENSMUSG00000061111
HGNC:3004	ENSG00000132768	MGI:1914978	ENSMUSG00000028540
HGNC:20718	ENSG00000169918	MGI:2158505	ENSMUSG00000033510
HGNC:15516	ENSG00000103489	MGI:2451073	ENSMUSG00000030657
HGNC:27297	ENSG00000157211	MGI:3045328	ENSMUSG00000047636
HGNC:12679	ENSG00000111424	MGI:103076	ENSMUSG00000022479
HGNC:27267	ENSG00000048405	MGI:1889334	ENSMUSG00000039841
HGNC:29452	ENSG00000166896	MGI:1916984	ENSMUSG00000025436
HGNC:21876	ENSG00000135249	MGI:1916233	ENSMUSG00000028999
HGNC:7462	ENSG00000198695	MGI:102495	ENSMUSG00000064368
HGNC:20937	ENSG00000221947	MGI:2686466	ENSMUSG00000067813
HGNC:7061	ENSG00000008394	MGI:1913850	ENSMUSG00000008540
HGNC:20962	ENSG00000144848	MGI:1915091	ENSMUSG00000022663
HGNC:26042	ENSG00000130748	MGI:1916344	ENSMUSG00000019158
HGNC:4897	ENSG00000185359	MGI:104681	ENSMUSG00000025793
HGNC:947	ENSG00000175866	MGI:2137336	ENSMUSG00000025372
