Ensembl.Gene.ID	Enhancer.grp	AE_nth	Enhancer_activity.CD14..SRR830946	Enhancer_activity.CD14..SRR830951	Enhancer_activity.CD14..SRR830953	Enhancer_activity.CD19..SRR1609979	Enhancer_activity.CD19..SRR1609980	Enhancer_activity.CD19..SRR1609981	Enhancer_activity.CD8..SRR644512	Enhancer_activity.CD8..SRR644514	Enhancer_activity.CD8..SRR1743975	Enhancer_activity.Fetal_heart.SRR643778	Enhancer_activity.Fetal_heart.SRR643779	Enhancer_activity.Fetal_heart.SRR1663123	Enhancer_activity.Fetal_kidney.SRR643749	Enhancer_activity.Fetal_kidney.SRR643750	Enhancer_activity.Fetal_kidney.SRR643751	Enhancer_activity.Fetal_stomach.SRR980482	Enhancer_activity.Fetal_stomach.SRR980467	Enhancer_activity.Fetal_stomach.SRR980450	Enhancer_activity.GM10847.SRR998171	Enhancer_activity.GM10847.SRR038446	Enhancer_activity.GM10847.SRR038447	Enhancer_activity.GM12878.SRR038448	Enhancer_activity.GM12878.SRR038449	Enhancer_activity.GM12878.SRR307002	Enhancer_activity.GM12891.SRR998239	Enhancer_activity.GM12891.SRR998240	Enhancer_activity.GM12891.SRR038450	Enhancer_activity.GM12892.SRR998261	Enhancer_activity.GM12892.SRR998262	Enhancer_activity.GM12892.SRR038451	Enhancer_activity.GM18505.SRR998294	Enhancer_activity.GM18505.SRR038453	Enhancer_activity.GM18505.SRR038454	Enhancer_activity.GM18526.SRR998311	Enhancer_activity.GM18526.SRR038455	Enhancer_activity.GM18526.SRR038456	Enhancer_activity.GM19099.SRR998345	Enhancer_activity.GM19099.SRR998346	Enhancer_activity.GM19099.SRR038458	Enhancer_activity.GM19193.SRR998362	Enhancer_activity.GM19193.SRR998363	Enhancer_activity.GM19193.SRR038459	Enhancer_activity.H1.SRR574820	Enhancer_activity.H1.SRR574821	Enhancer_activity.H1.SRR020287	Enhancer_activity.H9.SRR3573989	Enhancer_activity.H9.SRR3573990	Enhancer_activity.H9.SRR067368	Enhancer_activity.HEK293T.SRR960409	Enhancer_activity.HEK293T.SRR023853	Enhancer_activity.HEK293T.SRR023854	Enhancer_activity.HeLa.S3.SRR891241	Enhancer_activity.HeLa.S3.SRR036660	Enhancer_activity.HeLa.S3.SRR036661	Enhancer_activity.K562.SRR2921247	Enhancer_activity.K562.SRR2921248	Enhancer_activity.K562.SRR090233	Enhancer_activity.LHCN.M2.SRR3181980	Enhancer_activity.LHCN.M2.SRR3181981	Enhancer_activity.LHCN.M2.SRR3181982	Enhancer_activity.LNCaP.SRR653217	Enhancer_activity.LNCaP.SRR1169709	Enhancer_activity.LNCaP.SRR1169710	Enhancer_activity.MCF10A.SRR2924724	Enhancer_activity.MCF10A.SRR2924725	Enhancer_activity.MCF10A.SRR2924726	Enhancer_activity.Melanocyte.SRR2146046	Enhancer_activity.Melanocyte.SRR2146047	Enhancer_activity.Melanocyte.SRR2146048	Enhancer_activity.Pancreatic_islet.SRR1027728	Enhancer_activity.Pancreatic_islet.SRR1027733	Enhancer_activity.Pancreatic_islet.SRR1027738	Enhancer_activity.SGBS_adipocyte.SRR1552539	Enhancer_activity.SGBS_adipocyte.SRR1552540	Enhancer_activity.SGBS_adipocyte.SRR1552541	Enhancer_activity.Spleen.SRR577599	Enhancer_activity.Spleen.SRR1045578	Enhancer_activity.Spleen.SRR1045614	Enhancer_activity.ZR75.30.SRR2126497	Enhancer_activity.ZR75.30.SRR3090767	Enhancer_activity.ZR75.30.SRR3090769	Enhancer_activity.melanoma.SRR1556217	Enhancer_activity.melanoma.SRR1556218	Enhancer_activity.melanoma.SRR1556219	AS_type.CD14..SRR830946	AS_type.CD14..SRR830951	AS_type.CD14..SRR830953	AS_type.CD19..SRR1609979	AS_type.CD19..SRR1609980	AS_type.CD19..SRR1609981	AS_type.CD8..SRR644512	AS_type.CD8..SRR644514	AS_type.CD8..SRR1743975	AS_type.Fetal_heart.SRR643778	AS_type.Fetal_heart.SRR643779	AS_type.Fetal_heart.SRR1663123	AS_type.Fetal_kidney.SRR643749	AS_type.Fetal_kidney.SRR643750	AS_type.Fetal_kidney.SRR643751	AS_type.Fetal_stomach.SRR980482	AS_type.Fetal_stomach.SRR980467	AS_type.Fetal_stomach.SRR980450	AS_type.GM10847.SRR998171	AS_type.GM10847.SRR038446	AS_type.GM10847.SRR038447	AS_type.GM12878.SRR038448	AS_type.GM12878.SRR038449	AS_type.GM12878.SRR307002	AS_type.GM12891.SRR998239	AS_type.GM12891.SRR998240	AS_type.GM12891.SRR038450	AS_type.GM12892.SRR998261	AS_type.GM12892.SRR998262	AS_type.GM12892.SRR038451	AS_type.GM18505.SRR998294	AS_type.GM18505.SRR038453	AS_type.GM18505.SRR038454	AS_type.GM18526.SRR998311	AS_type.GM18526.SRR038455	AS_type.GM18526.SRR038456	AS_type.GM19099.SRR998345	AS_type.GM19099.SRR998346	AS_type.GM19099.SRR038458	AS_type.GM19193.SRR998362	AS_type.GM19193.SRR998363	AS_type.GM19193.SRR038459	AS_type.H1.SRR574820	AS_type.H1.SRR574821	AS_type.H1.SRR020287	AS_type.H9.SRR3573989	AS_type.H9.SRR3573990	AS_type.H9.SRR067368	AS_type.HEK293T.SRR960409	AS_type.HEK293T.SRR023853	AS_type.HEK293T.SRR023854	AS_type.HeLa.S3.SRR891241	AS_type.HeLa.S3.SRR036660	AS_type.HeLa.S3.SRR036661	AS_type.K562.SRR2921247	AS_type.K562.SRR2921248	AS_type.K562.SRR090233	AS_type.LHCN.M2.SRR3181980	AS_type.LHCN.M2.SRR3181981	AS_type.LHCN.M2.SRR3181982	AS_type.LNCaP.SRR653217	AS_type.LNCaP.SRR1169709	AS_type.LNCaP.SRR1169710	AS_type.MCF10A.SRR2924724	AS_type.MCF10A.SRR2924725	AS_type.MCF10A.SRR2924726	AS_type.Melanocyte.SRR2146046	AS_type.Melanocyte.SRR2146047	AS_type.Melanocyte.SRR2146048	AS_type.Pancreatic_islet.SRR1027728	AS_type.Pancreatic_islet.SRR1027733	AS_type.Pancreatic_islet.SRR1027738	AS_type.SGBS_adipocyte.SRR1552539	AS_type.SGBS_adipocyte.SRR1552540	AS_type.SGBS_adipocyte.SRR1552541	AS_type.Spleen.SRR577599	AS_type.Spleen.SRR1045578	AS_type.Spleen.SRR1045614	AS_type.ZR75.30.SRR2126497	AS_type.ZR75.30.SRR3090767	AS_type.ZR75.30.SRR3090769	AS_type.melanoma.SRR1556217	AS_type.melanoma.SRR1556218	AS_type.melanoma.SRR1556219	Non.spliced.without.enhancer	Spliced.without.enhancer	Non.spliced.with.enhancer	Spliced.with.enhancer	Fisher.P.value	Odds.ratio	q_fdr	homologene	homolo_enhancer
ENSG00000166803	chr15_612	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	0	0	0	0	E	0	E	0	0	E	E	E	0	E	E	I	0	I	0	I	0	I	I	I	I	I	0	I	0	0	I	0	0	I	I	0	I	I	0	0	I	E	I	I	E	0	0	0	0	0	0	0	0	0	0	0	0	I	E	E	0	0	0	E	E	E	NA	NA	NA	NA	NA	NA	0	0	0	E	E	E	0	0	0	12	2	5	16	0.00049095686760725	19.2	0.0410287180970921	1	1
ENSG00000142765	chr1_568	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	I	0	0	I	I	I	I	I	I	NA	NA	NA	0	0	0	NA	0	0	0	E	0	0	E	NA	0	0	0	0	0	NA	0	E	0	0	E	0	0	0	NA	0	0	E	0	I	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	E	NA	NA	NA	NA	E	0	0	0	0	0	0	0	0	I	E	0	NA	NA	NA	I	I	I	NA	E	0	E	E	NA	9	1	2	11	0.000644193604215141	49.5	0.0420534662219658	1	1
ENSG00000104904	chr19_230	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	I	I	0	0	0	0	0	E	0	0	0	0	0	0	NA	0	0	I	E	0	E	0	0	I	I	0	I	0	0	I	E	0	I	E	0	I	I	0	I	0	0	0	I	0	0	0	E	E	0	0	0	E	E	0	0	0	0	0	0	0	0	0	I	I	0	0	0	0	E	0	E	0	0	0	I	I	I	E	0	0	0	0	0	10	3	2	14	0.000720692285436227	23.3333333333333	0.0421725472011202	1	1
ENSG00000115657	chr2_590	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	NA	NA	NA	0	E	0	0	0	NA	E	E	0	0	0	0	NA	0	0	0	0	E	0	E	NA	0	0	0	0	0	0	0	0	0	0	0	E	0	0	E	0	0	E	I	I	NA	I	I	0	E	NA	NA	E	NA	NA	0	0	NA	0	0	0	I	0	0	0	0	0	E	0	E	0	0	0	0	0	0	0	NA	NA	I	I	0	0	0	0	10	0	2	7	0.000714455822814955	35	0.0421725472011202	1	1
ENSG00000083838	chr19_814	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	NA	NA	0	0	0	0	0	0	E	E	E	E	0	0	NA	0	E	0	0	I	0	0	NA	0	0	I	0	0	0	E	0	0	0	0	0	I	0	NA	E	0	0	0	0	NA	0	0	0	0	0	NA	0	NA	NA	0	E	NA	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	E	0	0	0	0	NA	I	I	I	I	I	I	10	2	0	7	0.000714455822814955	35	0.0421725472011202	1	1
ENSG00000089157	chr12_492	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	I	I	I	0	0	E	E	0	I	E	E	E	0	E	E	I	0	0	0	0	0	I	I	0	I	I	0	I	0	0	I	0	0	I	I	0	I	I	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	0	E	E	E	E	0	0	I	I	I	E	E	E	I	I	I	E	E	E	I	I	I	I	I	I	I	I	I	17	17	0	14	0.000671264112293402	14	0.0421725472011202	1	1
ENSG00000162300	chr11_376	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	E	E	0	0	0	0	0	0	I	0	0	0	0	0	0	NA	0	0	0	0	E	0	E	E	0	0	E	0	0	E	0	E	0	0	0	0	0	0	E	0	0	E	I	I	NA	0	0	0	0	0	E	0	0	NA	0	0	E	0	0	0	I	0	E	0	0	0	E	0	0	0	0	0	0	0	0	I	0	0	I	I	I	I	I	I	14	4	0	7	0.000686498855835239	24.5	0.0421725472011202	1	1
ENSG00000196998	chrX_64	16	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	I	I	I	I	I	E	0	0	NA	E	0	0	NA	E	0	E	0	0	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	I	I	NA	0	0	0	0	E	E	0	E	E	I	I	0	0	0	E	E	I	0	0	0	0	0	0	E	0	0	NA	E	0	E	I	0	0	I	I	0	I	0	I	14	6	0	9	0.000699650174912541	21	0.0421725472011202	1	1
ENSG00000196998	chrX_65	16	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	I	I	I	I	I	E	0	0	NA	E	0	0	NA	E	0	E	0	0	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	I	I	NA	0	0	0	0	E	E	0	E	E	I	I	0	0	0	E	E	I	0	0	0	0	0	0	E	0	0	NA	E	0	E	I	0	0	I	I	0	I	0	I	14	6	0	9	0.000699650174912541	21	0.0421725472011202	1	1
ENSG00000196998	chrX_159	16	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	I	I	I	I	I	E	0	0	NA	E	0	0	NA	E	0	E	0	0	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	I	I	NA	0	0	0	0	E	E	0	E	E	I	I	0	0	0	E	E	I	0	0	0	0	0	0	E	0	0	NA	E	0	E	I	0	0	I	I	0	I	0	I	12	3	2	12	0.000678917507190678	24	0.0421725472011202	1	1
ENSG00000105221	chr19_59	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	I	I	0	0	0	0	E	0	0	E	0	0	0	NA	0	0	0	0	0	0	I	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	0	0	0	E	0	E	E	0	E	0	0	0	0	I	0	0	0	0	0	0	I	0	0	0	I	0	I	0	0	0	0	0	E	E	0	0	0	0	0	8	2	0	9	0.000714455822814957	36	0.0421725472011202	1	1
ENSG00000163479	chr1_796	4	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	I	I	0	I	I	0	0	0	0	E	0	0	0	0	E	0	E	0	I	0	E	E	E	0	I	I	E	0	I	E	0	E	E	0	E	E	0	I	E	0	I	E	I	0	0	0	0	E	0	E	E	0	E	E	0	0	I	0	I	I	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	0	0	0	19	7	1	10	0.000665849386650279	27.1428571428571	0.0421725472011202	1	1
ENSG00000172794	chr17_577	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	I	0	0	I	I	I	I	I	I	0	NA	NA	0	0	0	NA	0	0	0	NA	NA	NA	NA	NA	0	0	E	0	E	0	0	0	E	0	NA	NA	0	0	NA	0	0	NA	I	I	NA	0	0	E	NA	NA	NA	E	NA	NA	NA	NA	NA	NA	NA	NA	E	0	0	NA	E	NA	0	0	0	NA	NA	NA	NA	NA	NA	I	0	0	NA	E	E	0	0	0	9	2	0	8	0.000714455822814956	36	0.0421725472011202	1	1
ENSG00000173715	chr11_425	6	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	NA	NA	NA	0	I	0	I	I	E	0	0	NA	0	0	0	NA	0	0	0	E	E	0	0	NA	0	0	0	0	0	E	0	0	E	0	0	0	0	0	0	0	E	0	I	I	NA	0	0	0	E	NA	NA	E	NA	NA	0	0	E	0	0	0	I	I	I	0	0	0	0	E	E	0	0	0	0	NA	NA	0	0	E	NA	0	0	0	0	0	10	0	2	8	0.000714455822814956	40	0.0421725472011202	1	1
ENSG00000173715	chr11_423	6	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	I	0	I	I	E	0	0	NA	0	0	0	NA	0	0	0	E	E	0	0	NA	0	0	0	0	0	E	0	0	E	0	0	0	0	0	0	0	E	0	I	I	NA	0	0	0	E	NA	NA	E	NA	NA	0	0	E	0	0	0	I	I	I	0	0	0	0	E	E	0	0	0	0	NA	NA	0	0	E	NA	0	0	0	0	0	10	0	2	8	0.000714455822814956	40	0.0421725472011202	1	1
ENSG00000186575	chr22_332	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	I	0	0	I	0	0	0	0	0	0	NA	0	0	0	E	E	0	E	0	0	0	0	0	0	0	0	0	0	0	E	E	0	0	0	0	0	E	I	I	E	0	0	0	0	0	E	E	0	E	0	0	0	E	0	0	E	E	0	I	I	I	0	0	0	0	0	0	0	E	E	0	0	0	I	0	I	0	0	0	14	2	1	7	0.000746460431478603	49	0.043009102773715	1	1
ENSG00000063176	chr19_1083	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	E	E	E	E	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	0	0	0	0	0	E	E	0	0	0	0	I	I	0	I	I	0	0	E	0	0	0	0	I	0	NA	0	0	0	E	E	0	0	E	0	0	0	0	0	0	0	0	0	0	0	E	E	I	0	I	0	0	0	13	2	0	5	0.00135448916408669	32.5	0.0435076660428773	1	1
ENSG00000127054	chr1_968	3	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	I	I	I	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	0	0	0	0	0	E	0	0	0	E	0	0	0	0	0	0	I	0	0	E	0	0	E	E	E	0	0	0	0	0	0	0	0	E	0	0	0	0	0	0	9	0	1	6	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000127054	chr1_983	3	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	I	I	I	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	0	0	0	0	0	E	0	0	0	E	0	0	0	0	0	0	I	0	0	E	0	0	E	E	E	0	0	0	0	0	0	0	0	E	0	0	0	0	0	0	9	0	1	6	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000127054	chr1_969	3	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	I	I	I	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	0	0	0	0	0	E	0	0	0	E	0	0	0	0	0	0	I	0	0	E	0	0	E	E	E	0	0	0	0	0	0	0	0	E	0	0	0	0	0	0	9	0	1	6	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000112655	chr6_77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	E	0	NA	0	E	0	0	I	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	E	E	NA	NA	NA	NA	I	I	NA	0	0	0	E	0	E	NA	NA	NA	0	0	NA	0	0	I	0	0	0	0	I	0	E	0	0	0	E	E	NA	NA	0	0	NA	NA	0	I	0	I	0	0	9	1	0	6	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000128915	chr15_588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	E	E	E	0	0	0	0	0	0	E	0	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	NA	E	E	0	0	0	0	0	0	0	0	0	0	I	I	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	I	0	0	0	9	0	0	4	0.0013986013986014	36	0.0435076660428773	1	1
ENSG00000128915	chr15_591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	E	E	E	0	0	0	0	0	0	E	0	0	E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	NA	E	E	0	0	0	0	0	0	0	0	0	0	I	I	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	I	0	0	0	9	0	0	4	0.0013986013986014	36	0.0435076660428773	1	1
ENSG00000113732	chr5_479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	0	0	NA	0	E	0	E	E	E	0	0	0	0	0	0	0	0	0	E	0	0	E	E	0	0	0	0	0	E	0	0	NA	0	0	0	0	0	E	I	E	E	0	0	0	0	0	0	E	0	0	I	I	I	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	0	0	0	12	1	1	6	0.00118679050567595	72	0.0435076660428773	1	1
ENSG00000113732	chr5_351	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	E	0	0	0	0	0	NA	0	E	0	E	E	E	0	0	0	0	0	0	0	0	0	E	0	0	E	E	0	0	0	0	0	E	0	0	NA	0	0	0	0	0	E	I	E	E	0	0	0	0	0	0	E	0	0	I	I	I	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	0	0	0	12	1	1	6	0.00118679050567595	72	0.0435076660428773	1	1
ENSG00000187741	chr16_37	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	I	I	I	I	I	I	0	E	0	0	0	0	NA	0	0	0	0	0	E	E	E	0	0	0	0	0	0	0	0	0	0	E	0	0	0	E	0	0	0	0	I	NA	0	E	0	I	E	E	0	E	NA	0	0	0	0	0	0	I	0	0	0	0	0	0	0	E	0	NA	NA	0	NA	NA	0	E	0	I	E	E	I	0	0	11	1	3	10	0.000982635617175932	36.6666666666667	0.0435076660428773	1	1
ENSG00000214193	chr1_603	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	E	NA	NA	0	I	I	0	0	0	0	0	0	0	0	0	NA	E	0	0	E	E	0	E	E	0	0	0	0	0	NA	0	E	0	0	E	NA	0	0	NA	0	0	0	I	I	NA	0	I	0	E	NA	NA	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	E	E	NA	NA	NA	NA	NA	I	NA	NA	0	0	I	0	I	I	10	1	1	8	0.000922838771135984	80	0.0435076660428773	1	1
